ARM.CMSIS.pdsc                              ARMCM0                   5.4.0          Cortex-M0
Microchip.AVR-Ex_DFP.pdsc                    AVR32EA32                2.8.189        AVR8X
Microchip.AVR-Ex_DFP.pdsc                    AVR32EA48                2.8.189        AVR8X
Microchip.AVR-Ex_DFP.pdsc                    AVR64EA28                2.8.189        AVR8X
Microchip.AVR-Ex_DFP.pdsc                    AVR64EA32                2.8.189        AVR8X
Microchip.AVR-Ex_DFP.pdsc                    AVR64EA48                2.8.189        AVR8X
Microchip.CEC_DFP.pdsc                       CEC1734_S0_SX            2.0.261        
Microchip.CEC_DFP.pdsc                       CEC1736_S0_SX            2.0.261        
Microchip.CEC_DFP.pdsc                       CEC1702                  2.0.261        Cortex-M4
Microchip.CEC_DFP.pdsc                       CEC1712H_B2_SX           2.0.261        Cortex-M4
Microchip.CEC_DFP.pdsc                       CEC1712H_N2_SX           2.0.261        Cortex-M4
Microchip.CEC_DFP.pdsc                       CEC1712H_S2_SX           2.0.261        Cortex-M4
Microchip.CEC_DFP.pdsc                       CEC1734_S0_2HW           2.0.261        Cortex-M4
Microchip.CEC_DFP.pdsc                       CEC1734_S0_2ZW           2.0.261        Cortex-M4
Microchip.CEC_DFP.pdsc                       CEC1736_S0_2HW           2.0.261        Cortex-M4
Microchip.CEC_DFP.pdsc                       CEC1736_S0_2ZW           2.0.261        Cortex-M4
Microchip.DEC15xx_DFP.pdsc                   DEC1501H_B0_Z2           1.3.158        Cortex-M4
Microchip.DEC15xx_DFP.pdsc                   DEC1515H_D0_Z2           1.3.158        Cortex-M4
Microchip.DEC15xx_DFP.pdsc                   DEC1541K_D0_SZ           1.3.158        Cortex-M4
Microchip.DEC15xx_DFP.pdsc                   DEC1547K_D0_SZ           1.3.158        Cortex-M4
Microchip.EEC_DFP.pdsc                       EEC1005_SX1_UB1          1.2.135        
Microchip.EEC_DFP.pdsc                       EEC1005_WC_UB1           1.2.135        
Microchip.EEC_DFP.pdsc                       EEC1005_SX1              1.2.135        Cortex-M4
Microchip.EEC_DFP.pdsc                       EEC1005_WC               1.2.135        Cortex-M4
Microchip.EEC_DFP.pdsc                       EEC1727_2GW              1.2.135        Cortex-M4
Microchip.HCSxxxx_DFP.pdsc                   HCS412                   1.3.23         HCS
Microchip.HCSxxxx_DFP.pdsc                   HCS410                   1.3.23         HCS
Microchip.HCSxxxx_DFP.pdsc                   HCS500                   1.3.23         HCS
Microchip.HCSxxxx_DFP.pdsc                   HCS101                   1.3.23         HCS
Microchip.HCSxxxx_DFP.pdsc                   HCS512                   1.3.23         HCS
Microchip.HCSxxxx_DFP.pdsc                   HCS515                   1.3.23         HCS
Microchip.HCSxxxx_DFP.pdsc                   HCS361                   1.3.23         HCS
Microchip.HCSxxxx_DFP.pdsc                   HCS360                   1.3.23         HCS
Microchip.HCSxxxx_DFP.pdsc                   HCS370                   1.3.23         HCS
Microchip.HCSxxxx_DFP.pdsc                   HCS362                   1.3.23         HCS
Microchip.HCSxxxx_DFP.pdsc                   HCS320                   1.3.23         HCS
Microchip.HCSxxxx_DFP.pdsc                   HCS200                   1.3.23         HCS
Microchip.HCSxxxx_DFP.pdsc                   HCS201                   1.3.23         HCS
Microchip.HCSxxxx_DFP.pdsc                   HCS365                   1.3.23         HCS
Microchip.HCSxxxx_DFP.pdsc                   HCS301                   1.3.23         HCS
Microchip.HCSxxxx_DFP.pdsc                   HCS300                   1.3.23         HCS
Microchip.HCSxxxx_DFP.pdsc                   MCS3122                  1.3.23         HCS
Microchip.HCSxxxx_DFP.pdsc                   MCS3142                  1.3.23         HCS
Microchip.LAN9255_DFP.pdsc                   LAN9255ZMX018            1.3.20         Cortex-M4
Microchip.LAN9255_DFP.pdsc                   LAN9255ZMX019            1.3.20         Cortex-M4
